Date,1305.T,1306.T,1308.T,1309.T,1311.T,1319.T,1320.T,1321.T,1322.T,1324.T,1325.T,1326.T,1328.T,1329.T,1330.T,1343.T,1345.T,1346.T,1348.T,1349.T,1385.T,1386.T,1387.T,1388.T,1389.T,1390.T,1393.T,1394.T,1540.T,1541.T,1542.T,1543.T,1545.T,1546.T,1547.T,1550.T,1551.T,1552.T,1554.T,1555.T,1557.T,1559.T,1560.T,1563.T,1615.T,1617.T,1618.T,1619.T,1620.T,1621.T,1622.T,1623.T,1624.T,1625.T,1626.T,1627.T,1628.T,1629.T,1630.T,1631.T,1632.T,1633.T,1671.T,1672.T,1673.T,1674.T,1675.T,1676.T,1677.T,1678.T,1679.T,1680.T,1681.T,1682.T,1684.T,1685.T,1686.T,1687.T,1688.T,1689.T,1690.T,1691.T,1692.T,1693.T,1694.T,1695.T,1696.T,1697.T,1698.T,1699.T
2012-01-04,756.0,753.0,744.0,15270.0,385.0,133.0,8630.0,8660.0,2433.0,111.0,215.0,11920.0,3675.0,8630.0,8700.0,883.0,847.0,8710.0,757.0,9630.0,23.670000076293945,43.72999954223633,75.1500015258789,42.650001525878906,55.060001373291016,38.81999969482422,122.6500015258789,121.5500030517578,3950.0,3500.0,7090.0,16200.0,1788.0,9500.0,1043.0,905.0,1181.0,2072000.0,848.0,873.0,9780.0,1716.0,3695.0,910.0,105.0,13300.0,11350.0,10520.0,9540.0,9730.0,10010.0,14060.0,14890.0,7900.0,7840.0,5950.0,8600.0,16660.0,8800.0,6310.0,5110.0,13000.0,5260.0,12040.0,2199.0,10850.0,5060.0,124.21112060546876,39450.0,68.0,9240.0,938.0,891.0,207.0,1076.0,10.80270004272461,15.732009887695312,622.0,440.0,14.0,2100.0,44.4315185546875,4.68474006652832,2950.0,21.502689361572266,131.0,150.0,1450.0,858.0,872.0
2012-01-05,751.0,748.0,738.0,15270.0,383.0,134.0,8590.0,8630.0,2420.0,112.0,215.0,12100.0,3730.0,8550.0,8640.0,882.0,843.0,8680.0,753.0,9640.0,23.329999923706055,43.349998474121094,74.1500015258789,42.189998626708984,54.630001068115234,38.2599983215332,123.0500030517578,120.87000274658205,4020.0,3505.0,7180.0,16120.0,1796.0,9520.0,1041.0,905.0,1175.0,2020000.0,843.0,866.0,9780.0,1713.0,3700.0,940.0,105.0,13240.0,11260.0,10480.0,9480.0,9700.0,10050.0,14030.0,14840.0,7810.0,7760.0,5850.0,8570.0,16690.0,8780.0,6260.0,5040.0,12890.0,5300.0,12190.0,2200.0,10920.0,63.02756118774414,123.13996887207033,39050.0,68.0,9230.0,940.0,896.0,205.0,14.960659980773926,10.600250244140623,15.590829849243164,7.779280185699463,431.0,14.0,27.412260055541992,43.68476867675781,4.61814022064209,2852.0,21.36713981628418,129.0,153.0,18.489919662475582,850.0,878.0
2012-01-06,744.0,740.0,729.0,15250.0,379.0,133.0,8510.0,8510.0,2420.0,110.0,214.0,12200.0,3715.0,8450.0,8530.0,887.0,848.0,8590.0,745.0,9650.0,23.149999618530273,43.380001068115234,73.83999633789062,42.20000076293945,54.869998931884766,37.900001525878906,122.79000091552734,120.3499984741211,4030.0,3495.0,7150.0,15850.0,1810.0,9530.0,1041.0,901.0,1163.0,2030000.0,843.0,873.0,9820.0,1704.0,3710.0,916.0,104.0,13090.0,11130.0,10400.0,9270.0,9550.0,9880.0,13600.0,14600.0,7730.0,7700.0,5820.0,8440.0,16400.0,8730.0,6150.0,4960.0,12740.0,5270.0,12310.0,2200.0,137.7793426513672,61.75640869140625,124.08566284179688,39250.0,68.0,9250.0,937.0,887.0,206.0,14.979410171508787,820.0,15.715510368347168,614.0,436.0,14.0,27.352399826049805,43.941131591796875,4.692450046539307,2840.0,21.45693016052246,127.0,151.0,18.298259735107425,839.0,872.0
2012-01-10,746.0,743.0,732.0,15910.0,381.0,130.0,8530.0,8540.0,2489.0,112.0,215.0,12110.0,3700.0,8480.0,8570.0,891.0,849.0,8610.0,747.0,9600.0,23.65999984741211,43.95000076293945,75.2699966430664,42.40999984741211,55.33000183105469,38.58000183105469,124.19000244140624,121.97000122070312,3990.0,3500.0,7140.0,15400.0,1820.0,9560.0,1048.0,902.0,1162.0,1910000.0,846.0,876.0,9850.0,1722.0,3725.0,898.0,104.0,13230.0,11100.0,10520.0,9270.0,9610.0,9980.0,13600.0,14550.0,7730.0,7700.0,6030.0,8460.0,16470.0,8820.0,6240.0,5020.0,12760.0,5250.0,12220.0,2179.0,10900.0,62.827911376953125,125.94782257080078,39000.0,68.0,9310.0,937.0,894.0,206.0,921.0,823.0,16.255510330200195,613.0,444.0,14.0,2150.0,44.17721939086914,4.905839920043945,37.904178619384766,22.30792999267578,126.0,153.0,1450.0,841.0,870.0
2012-01-11,746.0,743.0,733.0,15910.0,381.0,129.0,8530.0,8550.0,2495.0,112.0,220.0,12250.0,3740.0,8520.0,8590.0,884.0,848.0,8630.0,749.0,9670.0,23.579999923706055,43.77000045776367,75.11000061035156,42.59000015258789,55.08000183105469,38.7400016784668,124.26000213623048,121.63999938964844,4035.0,3610.0,7220.0,15670.0,1820.0,9550.0,1051.0,905.0,1158.0,1888000.0,847.0,871.0,9900.0,1730.0,3720.0,880.0,105.0,13330.0,11180.0,10550.0,9310.0,9510.0,9900.0,13640.0,14660.0,7720.0,7620.0,5930.0,8460.0,16520.0,8810.0,6250.0,5090.0,12800.0,5240.0,12350.0,2242.0,145.4891357421875,62.33852005004883,126.15493774414062,39000.0,69.0,9280.0,938.0,904.0,212.0,15.061929702758787,795.0,16.316749572753906,609.0,443.0,13.0,2067.0,44.031028747558594,4.905310153961182,2900.0,22.2403507232666,126.0,150.0,1420.0,847.0,868.0
2012-01-12,741.0,738.0,726.0,15920.0,378.0,134.0,8480.0,8500.0,2510.0,112.0,221.0,12300.0,3750.0,8460.0,8530.0,878.0,843.0,8490.0,735.0,9630.0,23.63999938964844,43.63999938964844,75.33999633789062,43.099998474121094,55.0,38.790000915527344,124.56999969482422,121.9499969482422,4045.0,3660.0,7250.0,15780.0,1827.0,9560.0,1053.0,904.0,1142.0,1908000.0,851.0,875.0,9900.0,1728.0,3720.0,878.0,104.0,13340.0,11150.0,10550.0,9240.0,9380.0,9830.0,13430.0,14640.0,7670.0,7520.0,5940.0,8390.0,16520.0,8720.0,6180.0,5010.0,12640.0,5240.0,12420.0,2258.0,11460.0,4780.0,128.32159423828125,38950.0,69.0,9270.0,942.0,906.0,214.0,14.899920463562012,10.223609924316406,16.565570831298828,600.0,440.0,12.0,2119.0,43.50175857543945,4.899640083312988,2950.0,22.493099212646484,126.0,150.0,1450.0,837.0,863.0
2012-01-13,750.0,747.0,736.0,15730.0,383.0,134.0,8610.0,8630.0,2497.0,113.0,223.0,12300.0,3755.0,8570.0,8640.0,875.0,841.0,8610.0,742.0,9630.0,23.559999465942383,43.58000183105469,75.05000305175781,43.0099983215332,54.75,38.91999816894531,123.95999908447266,121.30999755859376,4045.0,3625.0,7240.0,15580.0,1839.0,9580.0,1060.0,909.0,1150.0,1862000.0,852.0,875.0,9960.0,1726.0,3745.0,890.0,104.0,13340.0,11350.0,10590.0,9360.0,9450.0,10040.0,13770.0,14950.0,7750.0,7600.0,5960.0,8420.0,16630.0,8780.0,6190.0,5060.0,12720.0,5160.0,12380.0,2247.0,144.50816345214844,4800.0,125.67919158935548,39000.0,69.0,9320.0,945.0,911.0,213.0,14.783289909362791,794.0,16.48118019104004,590.0,418.0,11.0,2110.0,43.54349899291992,4.8568902015686035,2970.0,1700.0,122.0,141.0,1403.0,841.0,854.0
2012-01-16,740.0,738.0,725.0,15640.0,376.0,130.0,8480.0,8490.0,2465.0,113.0,219.0,12250.0,3740.0,8430.0,8530.0,870.0,832.0,8500.0,733.0,9690.0,23.809999465942383,43.93000030517578,75.80000305175781,43.2599983215332,54.95000076293945,38.630001068115234,123.95999908447266,121.45999908447266,4025.0,3635.0,7150.0,15560.0,1821.0,9540.0,1056.0,904.0,1135.0,1934000.0,849.0,874.0,9930.0,1698.0,3685.0,877.0,103.0,13280.0,11110.0,10550.0,9200.0,9350.0,9900.0,13580.0,14740.0,7610.0,7540.0,5870.0,8350.0,16400.0,8690.0,6100.0,4920.0,12440.0,5100.0,12360.0,2224.0,146.06558227539062,62.52975082397461,126.60581970214844,38800.0,68.0,9230.0,938.0,901.0,212.0,14.78289031982422,10.165949821472168,16.480730056762695,578.0,418.0,11.0,1960.0,43.54233169555664,4.856760025024414,2920.0,22.41069984436035,120.0,137.0,1350.0,839.0,841.0
2012-01-17,744.0,742.0,731.0,16140.0,379.0,128.0,8560.0,8600.0,2492.0,113.0,222.0,12370.0,3765.0,8520.0,8600.0,862.0,825.0,8570.0,739.0,9680.0,24.170000076293945,44.290000915527344,76.83999633789062,43.650001525878906,55.29999923706055,39.4900016784668,124.4000015258789,122.37999725341795,4060.0,3700.0,7320.0,15770.0,1841.0,9600.0,1062.0,912.0,1130.0,1878000.0,853.0,889.0,9970.0,1705.0,3705.0,866.0,104.0,13400.0,11180.0,10830.0,9240.0,9370.0,10040.0,13730.0,14830.0,7650.0,7500.0,5920.0,8380.0,16570.0,8690.0,6140.0,4970.0,12750.0,5140.0,12460.0,2269.0,11440.0,64.09213256835938,128.37744140625,38800.0,71.0,9300.0,948.0,924.0,216.0,14.881509780883787,10.05290985107422,16.88058090209961,7.619569778442383,418.0,12.0,27.10131072998047,44.1752815246582,5.0401201248168945,40.23260116577149,22.312889099121097,122.0,137.0,18.09507942199707,839.0,854.0
2012-01-18,749.0,747.0,734.0,16080.0,381.0,132.0,8650.0,8660.0,2485.0,113.0,227.0,12340.0,3765.0,8620.0,8690.0,865.0,832.0,8670.0,743.0,9710.0,24.11000061035156,44.31999969482422,76.77999877929688,44.0,55.40999984741211,39.4900016784668,125.80999755859376,123.45999908447266,4065.0,3700.0,7300.0,15860.0,1845.0,9570.0,1058.0,913.0,1125.0,1880000.0,856.0,890.0,9960.0,1725.0,3745.0,879.0,103.0,13340.0,11570.0,10800.0,9400.0,9370.0,10010.0,13990.0,15350.0,7770.0,7470.0,6010.0,8370.0,16800.0,8690.0,6170.0,5030.0,12930.0,5180.0,12450.0,2266.0,11370.0,63.1142692565918,127.36595153808594,38950.0,71.0,9260.0,949.0,930.0,217.0,14.845450401306152,760.0,16.860559463500977,578.0,416.0,11.0,27.069610595703125,44.959991455078125,4.986330032348633,3160.0,22.279109954833984,120.0,141.0,18.093650817871097,840.0,862.0
2012-01-19,754.0,752.0,741.0,16260.0,385.0,136.0,8740.0,8770.0,2492.0,113.0,231.0,12410.0,3780.0,8700.0,8790.0,874.0,839.0,8760.0,750.0,9730.0,24.559999465942383,44.84000015258789,78.08999633789062,44.7400016784668,55.779998779296875,39.79999923706055,126.43000030517578,124.55999755859376,4075.0,3740.0,7360.0,16330.0,1867.0,9650.0,1065.0,919.0,1130.0,1836000.0,862.0,880.0,10020.0,1736.0,3750.0,888.0,104.0,13230.0,11450.0,10920.0,9500.0,9380.0,10190.0,14140.0,15570.0,7910.0,7450.0,5970.0,8330.0,16880.0,8700.0,6270.0,5150.0,12970.0,5220.0,12530.0,2292.0,11490.0,66.23977661132812,129.2788543701172,39200.0,72.0,9350.0,956.0,945.0,218.0,1170.0,9.865400314331056,17.132030487060547,7.686429977416992,414.0,11.0,27.009790420532227,44.85710906982422,385.0,40.99419021606445,23.08581924438477,120.0,140.0,1410.0,849.0,864.0
2012-01-20,770.0,768.0,757.0,16660.0,395.0,139.0,8860.0,8860.0,2515.0,116.0,233.0,12430.0,3790.0,8850.0,8930.0,882.0,847.0,8870.0,764.0,9770.0,24.479999542236328,44.70000076293945,77.94000244140625,44.84000015258789,55.65999984741211,40.16999816894531,126.5,124.83000183105467,4065.0,3725.0,7400.0,16480.0,1885.0,9760.0,1077.0,932.0,1140.0,1794000.0,875.0,878.0,10150.0,1761.0,3755.0,866.0,109.0,13450.0,11520.0,11010.0,9640.0,9410.0,10410.0,14690.0,15780.0,8100.0,7540.0,6000.0,8360.0,17160.0,8630.0,6480.0,5360.0,13700.0,5180.0,12500.0,2301.0,11670.0,65.359619140625,128.39178466796875,39050.0,73.0,9430.0,964.0,959.0,217.0,14.851810455322266,9.773380279541016,17.006240844726562,7.694779872894287,414.0,11.0,26.415380477905273,44.3394889831543,5.016170024871826,40.39447021484375,23.3779296875,124.0,144.0,1440.0,859.0,858.0
2012-01-23,771.0,770.0,757.0,16770.0,396.0,141.0,8860.0,8900.0,2535.0,118.0,236.0,12500.0,3815.0,8820.0,8910.0,890.0,853.0,8890.0,765.0,9760.0,24.600000381469727,44.90999984741211,78.43000030517578,45.34000015258789,56.18000030517578,40.34000015258789,126.55999755859376,125.52999877929688,4090.0,3770.0,7800.0,16690.0,1880.0,9770.0,1076.0,932.0,1155.0,1744000.0,875.0,882.0,10090.0,1773.0,3795.0,887.0,109.0,13190.0,11310.0,11080.0,9640.0,9370.0,10400.0,14640.0,15860.0,8090.0,7580.0,5960.0,8380.0,17190.0,8650.0,6510.0,5440.0,13930.0,5060.0,12620.0,2450.0,150.93653869628906,66.2362289428711,132.1505126953125,39200.0,74.0,9470.0,968.0,956.0,220.0,15.09473991394043,750.0,17.19746971130371,581.0,411.0,11.0,2081.0,44.26362991333008,5.062049865722656,3195.0,23.212669372558594,125.0,145.0,18.611980438232425,859.0,838.0
2012-01-24,771.0,769.0,757.0,16780.0,398.0,137.0,8870.0,8900.0,2540.0,119.0,235.0,12540.0,3820.0,8850.0,8930.0,893.0,855.0,8900.0,764.0,9690.0,24.5,44.77000045776367,77.98999786376953,44.93000030517578,55.880001068115234,40.119998931884766,126.4499969482422,124.97000122070312,4115.0,3830.0,7800.0,16870.0,1879.0,9750.0,1077.0,932.0,1157.0,1696000.0,877.0,886.0,10110.0,1776.0,3800.0,875.0,109.0,13180.0,11510.0,11100.0,9580.0,9420.0,10540.0,14560.0,15810.0,8050.0,7800.0,5930.0,8400.0,17300.0,8690.0,6510.0,5480.0,13790.0,5170.0,12660.0,2446.0,11920.0,5100.0,131.11160278320312,39250.0,75.0,9480.0,971.0,961.0,222.0,15.142359733581545,10.061710357666016,17.344209671020508,582.0,430.0,12.0,2074.0,44.65813827514648,5.0630598068237305,3125.0,23.574520111083984,124.0,145.0,18.64970970153809,863.0,854.0
2012-01-25,781.0,778.0,767.0,16920.0,404.0,137.0,8970.0,9010.0,2549.0,119.0,239.0,12640.0,3855.0,8960.0,9030.0,887.0,850.0,8990.0,775.0,9720.0,24.43000030517578,44.58000183105469,77.86000061035156,45.08000183105469,55.619998931884766,40.58000183105469,127.58000183105467,125.62000274658205,4135.0,3850.0,7930.0,16850.0,1927.0,9910.0,1093.0,949.0,1158.0,1696000.0,888.0,892.0,10290.0,1790.0,3830.0,876.0,110.0,13310.0,11500.0,11220.0,9710.0,9490.0,10880.0,14730.0,16100.0,8260.0,7650.0,5990.0,8500.0,17430.0,8770.0,6600.0,5480.0,13930.0,5150.0,12690.0,2457.0,11580.0,5100.0,130.20249938964844,39450.0,77.0,9590.0,986.0,976.0,224.0,1220.0,10.27670955657959,17.520620346069336,7.823830127716064,438.0,12.0,1974.0,45.082061767578125,5.093900203704834,3215.0,23.914539337158203,127.0,147.0,1422.0,871.0,856.0
2012-01-26,779.0,775.0,765.0,17080.0,402.0,137.0,8940.0,8980.0,2559.0,120.0,244.0,12890.0,3930.0,8910.0,8990.0,888.0,852.0,8970.0,770.0,9800.0,24.81999969482422,45.06999969482422,79.16999816894531,45.880001068115234,56.31999969482422,41.2599983215332,126.86000061035156,126.36000061035156,4210.0,3925.0,8060.0,17150.0,1922.0,9860.0,1093.0,948.0,1148.0,1660000.0,893.0,896.0,10300.0,1799.0,3900.0,893.0,109.0,13230.0,11530.0,11120.0,9750.0,9480.0,10780.0,14890.0,15880.0,8180.0,7660.0,6030.0,8510.0,17360.0,8730.0,6550.0,5460.0,13970.0,5220.0,13050.0,2562.0,157.76873779296875,5000.0,136.31704711914062,39650.0,78.0,9600.0,987.0,979.0,229.0,15.37973976135254,844.0,1407.0,612.0,443.0,13.0,26.77924919128418,45.2938117980957,5.1516900062561035,42.07596969604492,24.67534065246582,130.0,149.0,1449.0,871.0,863.0
2012-01-27,775.0,774.0,763.0,16950.0,401.0,136.0,8930.0,8970.0,2568.0,123.0,248.0,12860.0,3940.0,8900.0,9000.0,883.0,846.0,8950.0,771.0,9790.0,24.61000061035156,44.63999938964844,78.4800033569336,45.77000045776367,55.720001220703125,41.38999938964844,126.69000244140624,125.91999816894533,4205.0,3945.0,8150.0,16970.0,1894.0,9770.0,1075.0,943.0,1140.0,1644000.0,889.0,902.0,10120.0,1800.0,3875.0,890.0,110.0,13270.0,11730.0,11020.0,9720.0,9500.0,10700.0,14710.0,15890.0,8100.0,7660.0,6080.0,8510.0,17630.0,8740.0,6500.0,5380.0,13790.0,5190.0,13040.0,2520.0,157.08279418945312,5250.0,10500.0,39650.0,76.0,9500.0,978.0,965.0,231.0,1210.0,10.33689022064209,17.704099655151367,590.0,439.0,12.0,26.74095916748047,46.44607925415039,5.123740196228027,41.94007873535156,24.78673934936523,130.0,148.0,18.632020950317383,873.0,859.0
2012-01-30,770.0,770.0,757.0,16520.0,398.0,139.0,8910.0,8930.0,2511.0,122.0,244.0,12890.0,3930.0,8860.0,8940.0,889.0,854.0,8920.0,763.0,9730.0,24.290000915527344,44.150001525878906,77.41999816894531,44.97999954223633,55.11000061035156,40.939998626708984,126.37999725341795,125.19000244140624,4225.0,3935.0,8120.0,16660.0,1880.0,9700.0,1072.0,935.0,1149.0,1620000.0,880.0,895.0,10060.0,1815.0,3825.0,880.0,109.0,13290.0,11640.0,10970.0,9610.0,9530.0,10590.0,14550.0,15780.0,7960.0,7600.0,5980.0,8510.0,17570.0,8790.0,6470.0,5510.0,13680.0,5160.0,13050.0,2508.0,156.5880584716797,66.81610870361328,135.79898071289062,39700.0,78.0,9390.0,971.0,971.0,228.0,15.254179954528809,10.22404956817627,17.5398006439209,607.0,438.0,13.0,26.53076934814453,3410.0,5.149720191955566,3285.0,24.32995986938477,130.0,148.0,1415.0,863.0,842.0
2012-01-31,768.0,764.0,754.0,16430.0,396.0,136.0,8910.0,8950.0,2508.0,121.0,246.0,12870.0,3915.0,8860.0,8930.0,897.0,862.0,8910.0,761.0,9660.0,24.170000076293945,44.029998779296875,77.0,45.47999954223633,54.54999923706055,40.65999984741211,125.5199966430664,124.38999938964844,4195.0,3925.0,7990.0,16700.0,1887.0,9680.0,1069.0,930.0,1144.0,1632000.0,873.0,899.0,10030.0,1804.0,3785.0,890.0,109.0,13210.0,11450.0,10960.0,9560.0,9550.0,10590.0,14300.0,15930.0,7860.0,7570.0,5860.0,8570.0,17560.0,8780.0,6440.0,5470.0,13580.0,5100.0,12990.0,2499.0,158.63729858398438,67.5966796875,137.24000549316406,39550.0,76.0,9380.0,963.0,966.0,229.0,15.155799865722656,9.98412036895752,17.291759490966797,600.0,429.0,12.0,1994.0,45.92734909057617,5.050769805908203,40.87031936645508,23.805749893188477,128.0,146.0,1392.0,863.0,840.0
2012-02-01,771.0,770.0,758.0,16380.0,397.0,136.0,8900.0,8920.0,2509.0,121.0,247.0,12870.0,3920.0,8870.0,8970.0,895.0,856.0,8920.0,765.0,9700.0,24.709999084472656,44.88999938964844,78.73999786376953,46.4900016784668,55.59000015258789,40.689998626708984,126.6999969482422,126.06999969482422,4220.0,3880.0,7980.0,16700.0,1885.0,9640.0,1057.0,929.0,1149.0,1624000.0,872.0,898.0,10000.0,1819.0,3810.0,890.0,111.0,13170.0,11500.0,11000.0,9570.0,9560.0,10650.0,14290.0,15830.0,7870.0,7620.0,5780.0,8630.0,17550.0,8810.0,6490.0,5540.0,13800.0,5090.0,12980.0,2488.0,157.3653106689453,5150.0,137.24737548828125,39500.0,77.0,9350.0,966.0,969.0,226.0,15.169540405273438,9.82131004333496,17.491199493408203,7.842140197753906,439.0,11.0,26.213830947875977,45.944480895996094,5.110010147094727,3080.0,23.93536949157715,133.0,146.0,1407.0,863.0,836.0
2012-02-02,777.0,775.0,764.0,16560.0,403.0,138.0,8980.0,9010.0,2546.0,122.0,250.0,12930.0,3940.0,8930.0,9010.0,902.0,862.0,9010.0,770.0,9700.0,24.780000686645508,44.970001220703125,78.98999786376953,46.869998931884766,55.650001525878906,41.040000915527344,126.87000274658205,126.30999755859376,4235.0,3920.0,8060.0,16890.0,1910.0,9710.0,1075.0,942.0,1148.0,1576000.0,884.0,904.0,10070.0,1843.0,3860.0,890.0,113.0,13270.0,11500.0,11100.0,9660.0,9600.0,10910.0,14490.0,16050.0,7830.0,7690.0,5730.0,8680.0,17930.0,8860.0,6660.0,5720.0,14130.0,5050.0,13070.0,2445.0,158.24232482910156,68.18094635009766,137.67172241210938,39600.0,78.0,9380.0,979.0,989.0,231.0,15.18651008605957,9.983380317687988,17.15131950378418,599.0,439.0,11.0,1944.0,45.57316970825195,4.948050022125244,3080.0,23.81817054748535,133.0,146.0,1420.0,869.0,824.0
2012-02-03,776.0,773.0,763.0,16700.0,402.0,138.0,8930.0,8970.0,2560.0,122.0,249.0,13040.0,3970.0,8890.0,8990.0,909.0,869.0,8960.0,769.0,9690.0,25.149999618530273,45.7400016784668,80.12999725341797,47.47999954223633,56.650001525878906,41.11000061035156,128.74000549316406,127.70999908447266,4270.0,3950.0,8190.0,17310.0,1914.0,9710.0,1078.0,940.0,1150.0,1540000.0,881.0,900.0,10100.0,1822.0,3880.0,890.0,111.0,13310.0,11500.0,10950.0,9580.0,9580.0,10780.0,14330.0,15990.0,7910.0,7610.0,5770.0,8680.0,18020.0,8810.0,6600.0,5670.0,13820.0,5000.0,13140.0,2535.0,12150.0,69.44985961914062,137.6590576171875,39600.0,79.0,9410.0,978.0,992.0,232.0,15.299860000610352,740.0,17.613189697265625,7.890550136566162,439.0,11.0,26.274240493774418,46.29476165771485,5.061490058898926,3105.0,24.306779861450195,132.0,145.0,18.834970474243164,860.0,817.0
2012-02-06,783.0,782.0,769.0,16900.0,406.0,139.0,9030.0,9060.0,2574.0,126.0,250.0,12940.0,3945.0,8980.0,9080.0,901.0,861.0,9030.0,777.0,9770.0,25.079999923706055,45.68000030517578,79.87999725341797,47.63999938964844,56.560001373291016,41.27000045776367,128.6999969482422,127.66999816894533,4240.0,3960.0,8140.0,17300.0,1944.0,9830.0,1086.0,953.0,1158.0,1478000.0,897.0,910.0,10270.0,1870.0,3915.0,904.0,113.0,13280.0,11430.0,11060.0,9620.0,9510.0,11070.0,14470.0,16200.0,8030.0,7630.0,5790.0,8710.0,18170.0,8860.0,6700.0,5760.0,14040.0,5010.0,12990.0,32.740718841552734,157.15939331054688,67.98194122314453,10550.0,39750.0,81.0,9520.0,990.0,1002.0,231.0,15.33216953277588,10.12388038635254,17.4919490814209,7.945849895477295,443.0,10.0,26.02383041381836,46.507999420166016,4.999460220336914,3155.0,24.74506950378418,132.0,147.0,1450.0,861.0,827.0
2012-02-07,787.0,785.0,774.0,16690.0,407.0,140.0,9020.0,9030.0,2525.0,125.0,251.0,12840.0,3910.0,8980.0,9070.0,907.0,865.0,9030.0,779.0,9800.0,25.13999938964844,45.560001373291016,79.93000030517578,47.4900016784668,56.540000915527344,41.36000061035156,128.9499969482422,128.14999389648438,4185.0,3955.0,8080.0,17300.0,1944.0,9840.0,1097.0,956.0,1153.0,1448000.0,899.0,908.0,10290.0,1850.0,3930.0,899.0,113.0,13400.0,11380.0,11110.0,9640.0,9540.0,10990.0,14630.0,16110.0,8010.0,7640.0,5960.0,8730.0,18180.0,8850.0,6710.0,5770.0,14010.0,4985.0,12920.0,2509.0,158.134033203125,68.37171936035156,136.17564392089844,39750.0,80.0,9510.0,991.0,1005.0,231.0,15.351019859313965,10.087779998779297,17.58662986755371,590.0,443.0,11.0,26.425979614257812,46.5004997253418,5.072589874267578,3150.0,24.859899520874023,1.7200000286102295,148.0,1420.0,865.0,822.0
2012-02-08,797.0,794.0,782.0,17180.0,417.0,141.0,9110.0,9140.0,2551.0,128.0,253.0,13110.0,3990.0,9060.0,9170.0,895.0,871.0,9110.0,790.0,9810.0,25.1299991607666,45.4900016784668,79.97000122070312,47.79999923706055,56.40999984741211,41.630001068115234,129.25,128.4600067138672,4270.0,4050.0,8260.0,17500.0,1967.0,9940.0,1106.0,966.0,1170.0,1452000.0,906.0,915.0,10390.0,1900.0,3965.0,907.0,116.0,13580.0,11460.0,11110.0,9750.0,9540.0,11330.0,14990.0,16120.0,8150.0,7710.0,5930.0,8750.0,18290.0,8900.0,6880.0,5880.0,14030.0,5100.0,13200.0,2575.0,160.8667449951172,69.05451202392578,10600.0,39900.0,81.0,9610.0,1002.0,1014.0,237.0,15.33347988128662,10.097769737243652,17.597089767456055,7.916560173034668,430.0,11.0,2052.0,47.21775817871094,5.068470001220703,3220.0,24.50942039489746,132.0,148.0,18.81583023071289,873.0,844.0
2012-02-09,799.0,797.0,784.0,17120.0,419.0,140.0,9120.0,9130.0,2569.0,129.0,255.0,13030.0,3965.0,9050.0,9160.0,893.0,867.0,9120.0,790.0,9800.0,25.219999313354492,45.599998474121094,80.26000213623047,47.959999084472656,56.599998474121094,41.61000061035156,129.47999572753906,128.77000427246094,4270.0,4090.0,8240.0,17650.0,1970.0,9960.0,1107.0,967.0,1196.0,1508000.0,909.0,918.0,10410.0,1924.0,3975.0,888.0,118.0,13630.0,11520.0,11110.0,9790.0,9580.0,11340.0,15230.0,16000.0,8140.0,7680.0,6120.0,8750.0,18220.0,8890.0,6960.0,5900.0,14340.0,5120.0,13080.0,2555.0,12270.0,69.63961029052734,138.36863708496094,40000.0,81.0,9610.0,1004.0,1019.0,239.0,15.40229034423828,10.218429565429688,17.865079879760742,610.0,442.0,11.0,26.810230255126953,47.831321716308594,5.14792013168335,42.87406921386719,24.535070419311523,1.678230047225952,148.0,1432.0,875.0,845.0
2012-02-10,793.0,792.0,779.0,17180.0,415.0,140.0,9060.0,9100.0,2590.0,128.0,254.0,13080.0,3990.0,9030.0,9120.0,893.0,863.0,9080.0,788.0,9890.0,24.809999465942383,45.189998626708984,79.0999984741211,47.47999954223633,56.18000030517578,40.900001525878906,128.55999755859375,127.3000030517578,4265.0,4070.0,8250.0,17600.0,1997.0,9990.0,1113.0,974.0,1193.0,1594000.0,913.0,913.0,10460.0,1930.0,3985.0,900.0,114.0,13600.0,11600.0,11110.0,9750.0,9560.0,11180.0,15050.0,15940.0,8130.0,7730.0,6240.0,8750.0,18000.0,8960.0,6840.0,5820.0,14310.0,5170.0,13180.0,2561.0,12270.0,68.07595825195312,136.12342834472656,40100.0,81.0,9680.0,1011.0,1021.0,238.0,1180.0,755.0,17.344030380249023,7.795559883117676,442.0,11.0,26.486120223999023,47.34804153442383,5.045829772949219,3250.0,23.598560333251953,130.0,149.0,1454.0,873.0,858.0
2012-02-13,796.0,794.0,783.0,17010.0,417.0,138.0,9110.0,9140.0,2592.0,128.0,250.0,13030.0,3955.0,9060.0,9160.0,894.0,864.0,9120.0,790.0,9880.0,24.90999984741211,45.529998779296875,79.47000122070312,47.720001220703125,56.689998626708984,41.380001068115234,129.44000244140625,128.27000427246094,4270.0,4100.0,8210.0,17360.0,2003.0,10000.0,1121.0,976.0,1198.0,1642000.0,917.0,918.0,10490.0,1934.0,4000.0,891.0,116.0,13600.0,11610.0,11060.0,9750.0,9620.0,11120.0,14920.0,15960.0,8110.0,7800.0,6180.0,8740.0,18060.0,8950.0,6870.0,5840.0,14430.0,5180.0,13120.0,2568.0,162.41859436035156,68.5615463256836,10490.0,40250.0,81.0,9700.0,1011.0,1022.0,241.0,1234.0,10.199430465698242,17.19732093811035,610.0,442.0,10.0,27.075700759887695,47.90821838378906,4.964890003204346,3240.0,23.42194938659668,129.0,146.0,1454.0,875.0,857.0
